NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,61.98888888888889,41.93274892132359,101,0,3427.5555555555557,7.779047515404028,3442,3418
s0,158.67222222222222,108.3101939675299,264,1,153.00555555555556,0.7781546705880681,154,152
s1,191.9777777777778,132.09449292732987,321,1,174.60555555555555,0.488731035121935,175,174
s2,222.85555555555555,152.4630783072203,372,1,174.0,0.0,174,174
s3,96.28888888888889,65.40671804510679,159,1,64.0,0.0,64,64
s4,305.09444444444443,208.69240249233965,501,1,197.09444444444443,0.292446048627819,198,197
s5,151.00555555555556,102.24597233155295,245,1,160.0,0.0,160,160
s6,84.58333333333333,57.5100836568877,141,1,147.0,0.0,147,147
s7,132.48888888888888,91.02585035086882,221,1,149.0,0.0,149,149
s8,78.68888888888888,53.2981434832906,130,1,64.0,0.0,64,64
s9,125.9888888888889,86.46360755889593,210,1,156.0,0.0,156,156
