NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,34.47222222222222,19.578171108421163,52,0,3018.027777777778,4.23927477492129,3024,3012
s0,324.25,196.63380728314922,500,1,152.83333333333334,0.3726779962499649,153,152
s1,175.88888888888889,109.29516045445669,277,1,172.0,0.0,172,172
s2,204.63888888888889,126.02670633590543,322,1,173.0,0.0,173,173
s3,60.47222222222222,35.75416534484022,94,1,64.0,0.0,64,64
s4,196.0,119.20780175810641,304,1,193.0,0.0,193,193
s5,73.77777777777777,44.33277638190952,114,1,159.0,0.0,159,159
s6,31.61111111111111,17.961807904826184,48,1,145.0,0.0,145,145
s7,45.861111111111114,27.974346162330168,75,1,148.0,0.0,148,148
s8,34.638888888888886,20.184087211048457,53,1,64.0,0.0,64,64
s9,39.30555555555556,23.432905928350277,62,1,153.0,0.0,153,153
