NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,34.333333333333336,20.17974782355375,51,0,2984.5,4.317277948996206,2990,2979
s0,325.3888888888889,208.93237579255393,500,1,152.88888888888889,0.8425417160057279,154,152
s1,172.91666666666666,111.7540392011751,269,1,172.0,0.0,172,172
s2,208.33333333333334,135.65724783029063,325,1,172.88888888888889,0.3142696805273544,173,172
s3,60.47222222222222,37.73481012356798,93,1,64.0,0.0,64,64
s4,193.80555555555554,124.63074782119033,298,1,192.88888888888889,0.3142696805273544,193,192
s5,72.19444444444444,45.812309993205766,111,1,159.0,0.0,159,159
s6,32.611111111111114,20.177377015109684,51,1,145.0,0.0,145,145
s7,46.333333333333336,29.420325551488304,74,1,148.0,0.0,148,148
s8,34.72222222222222,21.343241333435838,53,1,64.0,0.0,64,64
s9,39.333333333333336,25.220141862320194,62,1,153.0,0.0,153,153
