NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,34.955555555555556,21.247437027719684,51,0,5691.222222222223,1.8425693279752224,5694,5690
s0,346.76666666666665,210.35877025268576,500,1,164.7722222222222,1.149060270905247,166,163
s1,187.32777777777778,113.3947299655086,271,1,193.30555555555554,0.4606423319938055,194,193
s2,224.7888888888889,135.9877032385604,323,1,188.0,0.0,188,188
s3,64.92222222222222,38.89508045949535,94,1,64.73333333333333,0.4422166387140533,65,64
s4,206.63888888888889,125.26331217297111,300,1,220.0,0.0,220,220
s5,76.47222222222223,45.9676734909745,111,1,170.0,0.0,170,170
s6,34.733333333333334,20.580897291744435,51,1,154.0,0.0,154,154
s7,49.522222222222226,29.355570275040467,70,1,152.0,0.0,152,152
s8,35.65,21.121993540173026,52,1,64.0,0.0,64,64
s9,40.84444444444444,24.149723306954662,58,1,162.0,0.0,162,162
