NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,69.37777777777778,38.433225723404654,103,0,5697.2444444444445,2.1975294770421474,5699,5694
s0,179.26111111111112,99.03104809934268,266,1,163.0,0.0,163,163
s1,216.24444444444444,119.05370507194655,319,1,193.0,0.0,193,193
s2,251.17777777777778,137.38692949135202,371,1,187.0,0.0,187,187
s3,108.09444444444445,58.72068509498754,159,1,64.82222222222222,0.38232556742411666,65,64
s4,344.3888888888889,187.00461636871393,500,1,220.0,0.0,220,220
s5,168.53333333333333,91.47430726104947,246,1,170.0,0.0,170,170
s6,95.91111111111111,52.17186224275058,142,1,154.0,0.0,154,154
s7,150.42222222222222,82.90188012581537,224,1,151.30555555555554,0.4606423319938055,152,151
s8,88.54444444444445,48.17010624653499,129,1,64.0,0.0,64,64
s9,142.87777777777777,78.77257387607521,213,1,162.0,0.0,162,162
