NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,35.15555555555556,23.32781416207371,53,0,628.9,4.571773300494143,637,623
s0,323.93333333333334,219.73227649422228,500,1,141.61111111111111,0.4874980215217845,142,141
s1,172.7888888888889,117.0669793508015,268,1,157.0,0.0,157,157
s2,207.4611111111111,141.10001826477907,324,1,159.98888888888888,0.10482201257840668,160,159
s3,61.27777777777778,40.61035111007969,94,1,63.0,0.0,63,63
s4,193.88333333333333,131.48406219428693,300,1,164.0,0.0,164,164
s5,73.03888888888889,48.96340627776,115,1,150.0,0.0,150,150
s6,32.34444444444444,21.643916831351696,51,1,139.68333333333334,0.465176191231762,140,139
s7,45.705555555555556,30.369702962404677,73,1,142.0,0.0,142,142
s8,34.25,22.722205243134106,52,1,63.0,0.0,63,63
s9,39.33888888888889,26.51837180540835,63,1,143.0,0.0,143,143
