NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,67.03888888888889,40.74137453210719,99,0,5743.3,2.577466456296441,5745,5739
s0,161.76111111111112,97.47223900446326,238,1,162.0,0.0,162,162
s1,191.9611111111111,115.76712083070952,283,1,190.0,0.0,190,190
s2,224.9777777777778,135.81658201639914,331,1,185.0,0.0,185,185
s3,98.41111111111111,59.02426891531699,144,1,64.60555555555555,0.488731035121935,65,64
s4,311.4611111111111,187.94778719068907,460,1,217.0,0.0,217,217
s5,157.46666666666667,94.85787028789734,233,1,169.0,0.0,169,169
s6,87.63333333333334,52.663069497408614,129,1,153.0,0.0,153,153
s7,133.16666666666666,80.28369835914526,196,1,151.0,0.0,151,151
s8,82.50555555555556,49.39584971569779,121,1,64.0,0.0,64,64
s9,127.4,76.66859417866833,189,1,161.0,0.0,161,161
