NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,66.03888888888889,43.00469792022584,98,0,5677.794444444445,4.243553571428107,5682,5671
s0,173.73888888888888,112.74313794781918,256,1,163.9777777777778,0.14740554623801783,164,163
s1,215.25555555555556,140.08359100599827,316,1,194.0,0.0,194,194
s2,246.49444444444444,160.34010717576498,362,1,188.0,0.0,188,188
s3,104.84444444444445,67.77993985622575,154,1,64.97777777777777,0.14740554623801774,65,64
s4,343.7944444444444,223.01414248184705,501,1,220.30555555555554,0.46064233199380555,221,220
s5,166.93333333333334,108.0709951837217,244,1,171.90555555555557,0.292446048627819,172,171
s6,93.7,60.73950755297393,138,1,155.0,0.0,155,155
s7,146.25,95.13165584832656,218,1,152.90555555555557,0.292446048627819,153,152
s8,85.94444444444444,55.383483520934114,126,1,64.0,0.0,64,64
s9,137.88888888888889,89.35030242371805,205,1,162.0,0.0,162,162
