NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,69.12222222222222,37.522090612739284,101,0,5699.95,2.2540703922755685,5703,5697
s0,152.26666666666668,83.09891027497827,223,1,162.60555555555555,0.48873103512193494,163,162
s1,208.86111111111111,115.02781131771223,306,1,193.0,0.0,193,193
s2,244.56666666666666,132.2855959237017,355,1,186.8388888888889,0.36763340570146,187,186
s3,102.64444444444445,54.589948425839374,149,1,64.83888888888889,0.36763340570145997,65,64
s4,336.1611111111111,184.5611059269738,492,1,219.30555555555554,0.4606423319938055,220,219
s5,173.6888888888889,93.70629582126918,253,1,170.0,0.0,170,170
s6,104.03333333333333,56.14207176638765,151,1,154.0,0.0,154,154
s7,137.27777777777777,72.69128448105847,201,1,151.0,0.0,151,151
s8,78.16111111111111,42.21652702817922,114,1,64.0,0.0,64,64
s9,133.63333333333333,71.17465997264914,193,1,162.0,0.0,162,162
