NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,35.53888888888889,22.171143379749996,53,0,5715.938888888889,1.5640541653340414,5718,5714
s0,343.05555555555554,213.62440357428537,500,1,160.02777777777777,0.7632573146685603,161,159
s1,189.37222222222223,117.46649785059546,275,1,186.72222222222223,0.44790320823880836,187,186
s2,220.37777777777777,136.8293810048589,325,1,182.0,0.0,182,182
s3,64.20555555555555,39.407655378988686,94,1,64.0,0.0,64,64
s4,211.10555555555555,131.13146487493728,313,1,215.0,0.0,215,215
s5,77.4888888888889,47.68723203086369,117,1,166.0,0.0,166,166
s6,33.83888888888889,20.44699485903569,49,1,153.0,0.0,153,153
s7,47.76111111111111,29.370121606998435,75,1,150.0,0.0,150,150
s8,36.72222222222222,22.296750026144956,53,1,64.0,0.0,64,64
s9,41.638888888888886,25.43526945205742,64,1,157.0,0.0,157,157
