NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,35.84444444444444,22.646761412377174,53,0,5519.383333333333,2.2092608115234684,5522,5516
s0,343.64444444444445,216.4182581695357,500,1,158.71666666666667,0.45061686115319244,159,158
s1,185.63888888888889,116.72811543111096,271,1,186.0,0.0,186,186
s2,217.1,136.50678045837543,323,1,181.0,0.0,181,181
s3,63.67777777777778,39.6144832599217,94,1,64.0,0.0,64,64
s4,206.73888888888888,130.27370178414066,304,1,214.0,0.0,214,214
s5,78.0,48.65011133937242,114,1,165.0,0.0,165,165
s6,33.36666666666667,20.578548701661802,50,1,153.0,0.0,153,153
s7,48.416666666666664,29.969776442275975,71,1,150.0,0.0,150,150
s8,36.022222222222226,22.202841548763665,53,1,64.0,0.0,64,64
s9,41.144444444444446,25.411091677590584,60,1,157.0,0.0,157,157
