NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,68.66111111111111,41.96985212809691,101,0,5700.955555555555,1.421353901595323,5702,5698
s0,156.32777777777778,95.19073429206084,230,1,163.0,0.0,163,163
s1,211.4611111111111,128.6002576413908,313,1,193.0,0.0,193,193
s2,248.9388888888889,151.47427958747062,363,1,187.0,0.0,187,187
s3,102.45555555555555,61.91780593139606,150,1,64.73333333333333,0.4422166387140533,65,64
s4,342.7888888888889,208.48623692621612,499,1,220.0,0.0,220,220
s5,175.81666666666666,106.62215086723562,257,1,170.0,0.0,170,170
s6,108.76666666666667,65.97256163655379,159,1,154.0,0.0,154,154
s7,138.4111111111111,84.25911021557839,206,1,151.42777777777778,0.49475645586215844,152,151
s8,78.85,47.62241244064255,117,1,64.12777777777778,0.33384220416830257,65,64
s9,135.30555555555554,82.01518133331051,197,1,162.0,0.0,162,162
