NUSER,LOAD_0,LOAD_1,LOAD_2,SR,RES_TIME_category,RES_TIME_login_page,RES_TIME_profile,RES_TIME_logout,RES_TIME_login,RES_TIME_buy,RES_TIME_view_product,RES_TIME_addToCart,RES_TIME_home,CPU_category,CPU_login_page,CPU_profile,CPU_logout,CPU_login,CPU_buy,CPU_view_product,CPU_addToCart,CPU_home,MEM_category,MEM_login_page,MEM_profile,MEM_logout,MEM_login,MEM_buy,MEM_view_product,MEM_addToCart,MEM_home
1,1,0,0,1,17.11852192173783,10.246911485504976,9.140994557964754,11.921012528980423,15.804152420286384,0.0,26.527244057978105,36.2255374565141,9.28771975362558,348.7055555555556,348.7055555555556,348.7055555555556,348.7055555555556,348.7055555555556,348.7055555555556,348.7055555555556,348.7055555555556,348.7055555555556,774.5611111111111,774.5611111111111,774.5611111111111,774.5611111111111,774.5611111111111,774.5611111111111,774.5611111111111,774.5611111111111,774.5611111111111
1,1,0,0,1,7.979358870533104,4.286283685453386,6.393056205221607,7.718401480815373,8.7678370068599,0.0,13.171972331020566,16.957687339107416,4.311146994826457,72.32777777777778,72.32777777777778,72.32777777777778,72.32777777777778,72.32777777777778,72.32777777777778,72.32777777777778,72.32777777777778,72.32777777777778,844.3666666666667,844.3666666666667,844.3666666666667,844.3666666666667,844.3666666666667,844.3666666666667,844.3666666666667,844.3666666666667,844.3666666666667
1,1,0,0,1,17.587862997001416,10.241996738287805,8.9715045843236,12.520856409670149,15.98184237166998,0.0,25.789554286916704,36.348351759429896,9.489338609903008,360.5388888888889,360.5388888888889,360.5388888888889,360.5388888888889,360.5388888888889,360.5388888888889,360.5388888888889,360.5388888888889,360.5388888888889,699.6722222222222,699.6722222222222,699.6722222222222,699.6722222222222,699.6722222222222,699.6722222222222,699.6722222222222,699.6722222222222,699.6722222222222
1,1,0,0,1,8.011114567950582,4.379503480769186,6.464060166673008,7.682052506408191,8.99966858974812,0.0,13.172251333339949,17.12632940385106,4.332412719016866,75.54444444444445,75.54444444444445,75.54444444444445,75.54444444444445,75.54444444444445,75.54444444444445,75.54444444444445,75.54444444444445,75.54444444444445,963.9111111111112,963.9111111111112,963.9111111111112,963.9111111111112,963.9111111111112,963.9111111111112,963.9111111111112,963.9111111111112,963.9111111111112
1,1,0,0,1,7.603248268789024,4.043728573239727,5.976603789798565,7.0941372547749895,8.24676214012476,0.0,12.449806124197732,16.1412018535024,4.06825047982495,60.41666666666666,60.41666666666666,60.41666666666666,60.41666666666666,60.41666666666666,60.41666666666666,60.41666666666666,60.41666666666666,60.41666666666666,982.9277777777778,982.9277777777778,982.9277777777778,982.9277777777778,982.9277777777778,982.9277777777778,982.9277777777778,982.9277777777778,982.9277777777778
1,1,0,0,5,7.053647757221032,3.8431574905200776,5.495545446704129,6.467650798671994,7.078564352042528,0.0,11.356982352178116,13.98221285526462,3.8161385429771575,44.49444444444445,44.49444444444445,44.49444444444445,44.49444444444445,44.49444444444445,44.49444444444445,44.49444444444445,44.49444444444445,44.49444444444445,1605.0,1605.0,1605.0,1605.0,1605.0,1605.0,1605.0,1605.0,1605.0
1,1,0,0,5,7.089225148197129,3.832852546877591,5.482889811523733,6.338995031693235,7.0845040754647925,0.0,11.179812318569516,13.871065767060191,3.819160446707297,44.86666666666667,44.86666666666667,44.86666666666667,44.86666666666667,44.86666666666667,44.86666666666667,44.86666666666667,44.86666666666667,44.86666666666667,1079.0,1079.0,1079.0,1079.0,1079.0,1079.0,1079.0,1079.0,1079.0
1,1,0,0,5,7.051784763626649,3.891510264208517,5.482613893208217,6.420855137846087,7.126327761563871,0.0,11.093352433467096,13.828177465131043,3.830074814347276,44.15,44.15,44.15,44.15,44.15,44.15,44.15,44.15,44.15,1079.0,1079.0,1079.0,1079.0,1079.0,1079.0,1079.0,1079.0,1079.0
1,1,0,0,5,7.052827267903899,3.8333073019162818,5.525215861494448,6.413767798610636,7.091617031425051,0.0,11.283542999950418,13.994324798836686,3.825043798797559,44.2,44.2,44.2,44.2,44.2,44.2,44.2,44.2,44.2,1604.8444444444444,1604.8444444444444,1604.8444444444444,1604.8444444444444,1604.8444444444444,1604.8444444444444,1604.8444444444444,1604.8444444444444,1604.8444444444444
1,1,0,0,5,7.049572852876004,3.8352601697636217,5.492267628920077,6.432606779726599,7.061173666580492,0.0,11.23092194667958,13.891170629028908,3.781876995793864,44.38333333333333,44.38333333333333,44.38333333333333,44.38333333333333,44.38333333333333,44.38333333333333,44.38333333333333,44.38333333333333,44.38333333333333,1604.8944444444444,1604.8944444444444,1604.8944444444444,1604.8944444444444,1604.8944444444444,1604.8944444444444,1604.8944444444444,1604.8944444444444,1604.8944444444444
1,1,0,0,10,7.104513879289555,3.87158279283208,5.614123282915291,6.465098779808156,7.146302955534453,0.0,11.178187868122594,13.865668666481302,3.821397617381687,44.34444444444444,44.34444444444444,44.34444444444444,44.34444444444444,44.34444444444444,44.34444444444444,44.34444444444444,44.34444444444444,44.34444444444444,1775.0,1775.0,1775.0,1775.0,1775.0,1775.0,1775.0,1775.0,1775.0
1,1,0,0,10,7.048705899696241,3.8477447167267353,5.502979622373311,6.361060994003648,7.086043817275965,0.0,11.146338713196482,13.823305622476106,3.851772623696873,44.144444444444446,44.144444444444446,44.144444444444446,44.144444444444446,44.144444444444446,44.144444444444446,44.144444444444446,44.144444444444446,44.144444444444446,1562.0,1562.0,1562.0,1562.0,1562.0,1562.0,1562.0,1562.0,1562.0
1,1,0,0,10,7.030740945743479,3.824926716196439,5.549164414870752,6.424737730229701,7.115282604482564,0.0,11.092818912023002,13.981698610623654,3.812059139257733,44.86111111111112,44.86111111111112,44.86111111111112,44.86111111111112,44.86111111111112,44.86111111111112,44.86111111111112,44.86111111111112,44.86111111111112,1562.0,1562.0,1562.0,1562.0,1562.0,1562.0,1562.0,1562.0,1562.0
1,1,0,0,10,7.107038606306371,3.812498785610276,5.526894578763647,6.446875194839931,7.046784031199022,0.0,11.215778635415752,13.938749616728794,3.804171858483838,44.80555555555556,44.80555555555556,44.80555555555556,44.80555555555556,44.80555555555556,44.80555555555556,44.80555555555556,44.80555555555556,44.80555555555556,1775.0,1775.0,1775.0,1775.0,1775.0,1775.0,1775.0,1775.0,1775.0
1,1,0,0,10,7.088806657812488,3.884094528081086,5.555198572352001,6.442010396044136,7.158381578195093,0.0,11.321422924495735,13.84039153459331,3.832160014535552,44.05,44.05,44.05,44.05,44.05,44.05,44.05,44.05,44.05,1775.0,1775.0,1775.0,1775.0,1775.0,1775.0,1775.0,1775.0,1775.0
1,0,1,0,1,7.370505525333404,3.893224506659864,5.785913493341468,6.9924582733377365,7.923732426653866,0.0,11.864285426665145,15.5462212355557,3.984719341325217,74.11666666666666,74.11666666666666,74.11666666666666,74.11666666666666,74.11666666666666,74.11666666666666,74.11666666666666,74.11666666666666,74.11666666666666,983.8944444444444,983.8944444444444,983.8944444444444,983.8944444444444,983.8944444444444,983.8944444444444,983.8944444444444,983.8944444444444,983.8944444444444
1,0,1,0,1,7.292801608098671,3.9894021401414648,5.673659307261308,6.826325099585422,7.882952640453975,0.0,11.52238353108664,15.259965797692226,3.9248778397450224,67.26666666666667,67.26666666666667,67.26666666666667,67.26666666666667,67.26666666666667,67.26666666666667,67.26666666666667,67.26666666666667,67.26666666666667,872.05,872.05,872.05,872.05,872.05,872.05,872.05,872.05,872.05
1,0,1,0,1,7.543191210923079,3.962917684170343,5.964462416720789,7.283507060785403,8.076223369274482,0.0,12.12132100883264,16.098318558978804,4.064857044129089,81.27222222222223,81.27222222222223,81.27222222222223,81.27222222222223,81.27222222222223,81.27222222222223,81.27222222222223,81.27222222222223,81.27222222222223,864.1333333333333,864.1333333333333,864.1333333333333,864.1333333333333,864.1333333333333,864.1333333333333,864.1333333333333,864.1333333333333,864.1333333333333
1,0,1,0,1,7.257821793327821,3.878672386657248,5.726501493333369,6.648183466675921,7.683083953321936,0.0,11.5779905644432,15.085950553336463,3.873551925332625,65.44444444444444,65.44444444444444,65.44444444444444,65.44444444444444,65.44444444444444,65.44444444444444,65.44444444444444,65.44444444444444,65.44444444444444,981.1888888888888,981.1888888888888,981.1888888888888,981.1888888888888,981.1888888888888,981.1888888888888,981.1888888888888,981.1888888888888,981.1888888888888
