NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,65.65555555555555,42.03428788530491,97,0,5721.85,2.244685080609552,5724,5717
s0,142.02777777777777,90.33256030146208,208,1,162.0,0.0,162,162
s1,194.40555555555557,122.97410283932061,284,1,192.0,0.0,192,192
s2,228.4111111111111,144.53118805637646,337,1,186.0,0.0,186,186
s3,96.24444444444444,60.448933656822376,140,1,64.61111111111111,0.4874980215217845,65,64
s4,312.3333333333333,198.28066527582115,462,1,218.0,0.0,218,218
s5,161.23888888888888,102.68075465511154,239,1,169.9111111111111,0.28458329944145994,170,169
s6,96.35555555555555,60.527369587119864,142,1,153.96666666666667,0.17950549357115012,154,153
s7,123.64444444444445,77.93855287783677,181,1,151.0,0.0,151,151
s8,73.2611111111111,46.08089069944634,108,1,64.0,0.0,64,64
s9,121.4,76.97392054744546,178,1,161.96666666666667,0.17950549357115012,162,161
