NAME,CPU(cores) AVG,CPU(cores) STD,CPU(cores) MAX,CPU(cores) MIN,MEMORY(bytes) AVG,MEMORY(bytes) STD,MEMORY(bytes) MAX,MEMORY(bytes) MIN
gw-nginx,33.98888888888889,19.086641311221044,51,0,4838.894444444444,4.23805146817657,4845,4833
s0,323.59444444444443,195.74531915000114,500,1,157.43333333333334,0.775313556640867,158,156
s1,172.5611111111111,106.72389943155443,271,1,181.0,0.0,181,181
s2,206.59444444444443,125.29098119631678,325,1,176.0,0.0,176,176
s3,61.06111111111111,35.768260897817235,93,1,64.0,0.0,64,64
s4,194.7111111111111,119.49218890737812,304,1,206.82222222222222,0.38232556742411666,207,206
s5,72.92222222222222,42.88724953689041,113,1,163.0,0.0,163,163
s6,31.3,18.35995037514475,49,1,151.0,0.0,151,151
s7,46.66111111111111,28.634509849497814,74,1,150.0,0.0,150,150
s8,34.28333333333333,20.592143863349655,53,1,64.0,0.0,64,64
s9,39.94444444444444,23.449643973185093,61,1,156.0,0.0,156,156
